,Season,Episode,Character,Line,prob,class
49940,4,17,Mr. Hankey,Son...  You're the smartest piece of crap since Albert Poodinger! Come on! ,99.56960678100586,1
49952,4,17,Autumn,What's that? They got your father's penis workin' again? ,99.38200116157532,1
49957,4,17,Cartman,Ey! Why the hell did you have me say that?!,98.2496738433838,1
49975,4,17,Autumn,"Aw, hell, we all did it!",95.90826630592346,1
49977,4,17,Stan,Are you kidding? I think we'd rather stab ourselves in the head.,97.08441495895386,1
50001,5,1,Kyle,"Goddamnit, Cartman! What are they gonna say on Cop Drama?",98.62712621688844,1
50002,5,1,Cartman,"You ready?  Tonight, on Cop Drama, on TV, they're gonna say,  ""Shit.""",98.97634983062744,1
50003,5,1,Kyle,"They're gonna say ""shit"" on television?",99.26694631576538,1
50004,5,1,Stan,"They can't say ""shit"" on television!",99.6301531791687,1
50006,5,1,Stan,Holy fucking shit!,99.73292350769044,1
50010,5,1,Cartman,"Maybe you didn't hear me, Kyle: I said ""shit"" on television!",97.77578711509705,1
50013,5,1,Kyle,It's stupid!,99.72901344299316,1
50014,5,1,Cartman,"Jeez, you're a little irritable, Kyle. What's the matter? You got some sand in your vagina?",98.16575050354004,1
50015,5,1,Kyle,"No, I don't have sand in my vagina! I just think it's a little immature for us to be standing around talking about one db word being on TV!",97.6946771144867,1
50017,5,1,Sam,"Yeah, they're gonna say ""shit"" on television.",99.45078492164612,1
50024,5,1,Sam,"And they're gonna say ""shit""!",99.3601143360138,1
50026,5,1,Butters,"Oh, sorry, I can't.  They're gonna say ""shit"" on Cop Drama, and my mom and dad say I have to watch it with them so that I don't take it the wrong way.",97.5721538066864,1
50027,5,1,Kyle,How many ways are there to take it?! It's just a stupid word!,99.50332641601562,1
50035,5,1,Cartman,"Goddamn it! When are they gonna say ""shit""?!",99.6990203857422,1
50048,5,1,Stan,"Jesus Christ! Another commercial? Are they ever gonna say ""shit?""",99.6052384376526,1
50052,5,1,Kyle,I'm going to the kitchen! This is stupid!,99.69090819358826,1
50053,5,1,Stan,"But you're gonna miss it! They're gonna say ""shit"" and you're gonna miss it!",98.442405462265,1
50054,5,1,Kyle,I don't really give a fuck! ,99.7365176677704,1
50059,5,1,Frank,"Goodbye. Oh, and Mitchell?  You've got some shit on the side of your mouth right there.",99.36366081237792,1
50069,5,1,Cartman,"Kyle, we've gotta get that sand out of your vagina. It's making you cranky. Does it itch?",98.771333694458,1
50073,5,1,Anchor Tom,"Last night, the daring and bold show, Cop Drama , broke new ground by saying ""Shit!"" on television, making ""shit"" officially okay to say around the country.  A recent poll shows that 24% of Americans think the show has pushed the envelope too far, while a whopping 76% say they don't really give a shit.  In other news, a strange virus which causes victims to vomit up their intestines is making life shitty for a small farming community.  Rick Watts has the story.",98.09112548828124,1
50074,5,1,Rick Watts,"Thanks, Tom. Shit is certainly going down here in the small town- ",98.37745428085329,1
50075,5,1,Tom,"Whoa, shit!",99.73457455635072,1
50076,5,1,Ms. Choksondik,"Alright, children, in lieu of the common usage, I'm s'posed to clarify the school's position on the word, ""shit"".",97.14175462722778,1
50077,5,1,Stan,"Wow! We can say ""shit"" in school now?!",99.54468607902528,1
50081,5,1,Ms. Choksondik,"You can only use it in the non-literal sense. For instance,  ""That's a shitty picture of me."" is now fine. Hoever, the literal noun form of  ""This is a picture of shit."" is still naughty. ",98.33320379257202,1
50084,5,1,Ms. Choksondik,"The adjective form is now also acceptable. For example:  ""The weather outside is shitty."" However, the literal adjective is not appropriate. For example:  ""My bad diarrhea made the inside of the toilet bowl shitty, and I had to clean it with a rag, which then also became shitty.""  That's right out!",98.11440706253052,1
50085,5,1,Timmy,Sss...sss... shit. ,99.73190426826476,1
50087,5,1,Butters,"Uh, Ms. Choksondik, eh, can we say it in the expletive? Like, ""Oh, shit,"" or, ""shit on a shingle""?",98.62106442451476,1
50090,5,1,Kyle,"It's not new!! I'm gonna look ""shit"" up in the encyclopedia and prove it!!",98.126882314682,1
50091,5,1,Cartman,"Don't mind Kyle, everyone, he's just got a little sand in his vagina.",99.2038369178772,1
50092,5,1,Kyle,There's no sand in my vagina!!!,99.69635605812071,1
50093,5,1,Ms. Choksondik,"Boys, watch your language! Shit!",99.73475933074953,1
50094,5,1,Mr. Garrison,"And so, children, instead of saying ""Hand in your papers,"" I may now say, ""Hand in your shit."" Any questions?",98.4821617603302,1
50095,5,1,Filmore,"What about, ""I have to take a shit""?",99.62862730026244,1
50096,5,1,Mr. Garrison,"No! No, Filmore! You can say ""I have to poop and shit,"" or ""Oh, shit, I have to poop,"" but not ""I have to shit."" Are we all clear?",99.3514895439148,1
50098,5,1,Mr. Garrison,"Look, it's all about context. Well, for example, recently, I have come out and admitted that I was a homosexual. I'm gay. That means that now I can say the word, ""fag"". On television they usually don't allow ""fag"". But because I'm gay, it's alright. And with the new approval of the word, ""shit,"" that means that finally I am free to say,Hey, there, shitty shitty fag fag,Shitty shitty fag fag, how do you do?Hey, there, shitty shitty fag fag,Shitty shitty fag fag, how do you do? Oh this is great!",99.58627223968506,1
50099,5,1,Elderly Woman,Why that store has such lovely shit.,99.70858693122864,1
50100,5,1,Elderly Man,Yeah.  Too bad I don't have shit for cash right now. ,99.58617687225342,1
50101,5,1,Principal Victoria,"Oh, looks like the weather might turn shitty.",98.89593124389648,1
50102,5,1,Mr. Mackey,"Oh, I don't really give a shit. I've done enough shit outside today and shit.",99.72032308578493,1
50103,5,1,Man,"Shit, Peter, you look like shit.",99.73194003105164,1
50104,5,1,Peter,"No, shit, I feel like shit. I think I-",99.72944855690002,1
50105,5,1,Woman 1,Holy shit!,99.72890615463255,1
50106,5,1,Woman 2,Did you see that shit? ,99.73621964454652,1
50107,5,1,Barbardy,What kind of shit is this?,99.737286567688,1
50108,5,1,Man 1,That is some weird shit. ,99.71821308135986,1
50109,5,1,Woman 3,"Susan, your shit's ready!",99.72814321517944,1
50110,5,1,Man 2,Do you know where this shit goes? ,99.72593784332275,1
50111,5,1,Man 3,Shit if I know.,99.64901804924013,1
50112,5,1,Woman 4,"Nice going, shit-for-brains.",99.72455501556396,1
50113,5,1,Man 4,"''Old McDonald took a shit, E I E I O",99.64070916175842,1
50114,5,1,Man 5,No shit!,99.73064661026,1
50115,5,1,Mr. Garrison,"''Hey, there, shitty shitty fag fag,Shitty shitty fag fag, how do you do?Hey, there,-",99.73369240760805,1
50116,5,1,Man 6,"Oh, shit, 'scuse me. ",99.7094988822937,1
50117,5,1,Mr. Garrison,"Hey, watch it, fag.",99.66593980789185,1
50119,5,1,Mr. Garrison,"I called you a fag. Because I'm gay, and that means I'm free to use the word ""fag"". So piss off, you fag-shitter! Heh, so hey there, shity shitty fag fagShitty shitty fag fag, ba doop a doop doo ",99.72471594810486,1
50120,5,1,Stan,"This sucks. Now that ""shit""'s out, it isn't fun to say it anymore.",99.22933578491212,1
50121,5,1,Cartman,"Yeah, they've taken all the fun out of ""shit"". We're gonna have to start saying other bad words, like cock and fuck and... meecrob. ",99.70675110816956,1
50123,5,1,Cartman,"You know, that stuff you get as an appetizer at Thai food restaurants. Meecrob, dude, is way grosser than ""shit"", dude. I'd scarf down a whole wet bucket full of shit before I ate another plate of meecrob. ",98.84849190711977,1
50124,5,1,Kyle,"You guys! You guys! I've looked up the word, ""shit""! I think it might have something to do with people dying!",98.24166297912598,1
50126,5,1,Kyle,"Haven't you noticed everyone getting sick? It all started when they said ""shit"" on television.",97.74866700172424,1
50128,5,1,Kyle,"I am not full of meecro- what? Look, the word ""shit"" first showed up in English in the 1340s, the same time as something called, ""The Black Death"".",97.63350486755373,1
50130,5,1,Cartman,"Kyle, do you still have sand in your vagina about us not going to The Lion King with you?! I mean, shit, dude, let it go.",99.64489936828612,1
50133,5,1,Director 1,"Sir, your ""shit"" idea has turned the entire network around. We're proud to work for you. ",98.45405220985413,1
50140,5,1,Director 5,I'm about to piss myself!,97.85602688789368,1
50141,5,1,HBC President,"This Saturday... on HBC... we're going to say...  ""shit"" ...twice.",98.54039549827576,1
50148,5,1,Chef,"Baby you are so fine, and shit!The shit you do, the shit you say; I'd jp on your shit any day! Oh, hello there, children.",99.72378015518188,1
50150,5,1,Kyle,"Chef, do you know where ""shit"" comes from?",98.96668195724487,1
50151,5,1,Chef,"Uh, from your ass, children.",99.7246503829956,1
50152,5,1,Kyle,"No no! The word, ""shit"".",99.70113039016724,1
50154,5,1,Cartman,"Detective Sandy Vagina here  thinks that ""shit"" might have something to do with everyone getting sick.",99.13924932479858,1
50155,5,1,Kyle,"Ungh, it said in my book that the word, ""shit"", started exactly the same time as something called, ""The Black Death"".",96.84717655181883,1
50161,5,1,Chef,"It says here the word, ""shit"" has been around for over 600 years. It comes from the Anglo-Saxon word, ""skite"".",96.92720770835876,1
50162,5,1,Kyle,"Right. But in the 1340s people in England stopped calling it ""skite"" and started calling it ""shit."" The same year as the Black Plague.",98.28261733055116,1
50165,5,1,Stan,"Look, they're puking out their intestines, just like the people here. ",97.94673323631288,1
50167,5,1,Stan,Word of curse?,96.64427638053894,1
50168,5,1,Kyle,A... curse word.,97.32099175453186,1
50171,5,1,Cartman,"You guys, look here.  In this Nancy Drew mystery, Nancy goes to the beach and gets sand trapped in her shoe. This could explain how Kyle got it in his vagina.",98.36055636405943,1
50173,5,1,Cartman,"So am I, Kyle. If that sand in your vagina doesn't get released, you could become a walking time bomb. ",98.5032081604004,1
50174,5,1,Librarian,"If you don't mind, I'll have to close up now. They're going to say ""shit"" seven times on HBC and I- ",97.89401888847352,1
50175,5,1,Stan,Holy shit!,99.72890615463255,1
50177,5,1,Kyle,"Dude, this plague is spreading like wildfire! ",98.22993874549866,1
50181,5,1,Kyle,"We've gotta do something, Chef. If we don't we don't stop that network,  ""shit"" will become an even more acceptable word!",98.09351563453674,1
50182,5,1,Chef,"Children, we've got to warn those producers in Hollywood that the plague, and ""shit"", could be linked!",98.3957290649414,1
50183,5,1,Captain,"Hello, ladies and gentlemen, this is your captain speaking. If you look out the right side of the aircraft you can see some interesting shit.  And over on the left side, there's some interesting shit, too.  Well, we should be arriving in Los Angeles in about two hours. Until then we invite you to sit back, relax, and enjoy our shitty service. ",97.6769208908081,1
50184,5,1,Cartman,"Goddamn it, Kenny! Don't get your plague germs on me!",98.43130111694336,1
50185,5,1,Kyle,"Cartman, stop being an asshole! ",99.73487854003906,1
50186,5,1,Director 5,"Tha ratings are in, sir. We broke another record last night with the show that said ""shit"" seven times! ",98.07234406471252,1
50188,5,1,HBC President,"Gentlemen, I have it. The end-all greatest marketing ploy of all time.  Tonight, on HBC, we will air all our sitcoms... LIVE. And have everyone say ""shit"" in place of their written lines. And we'll call it ""Must Shit TV"".",97.9797065258026,1
50190,5,1,Director 2,"""Night Of A Million Shits!""",99.73352551460266,1
50194,5,1,Chef,"My name is Chef, and these are the children! We've come to warn you about ""shit"".",98.61636757850648,1
50202,5,1,Kyle,"We think that you might have could it by helping make ""shit"" an everyday word. ",96.87973260879517,1
50209,5,1,Chef,Damn cracker-ass producers!,99.69424605369568,1
50213,5,1,Stan,Oh shit!,99.72684383392334,1
50215,5,1,HBC President,"Alright, now, we have to get all our biggest names to say ""shit"", and then we're gonna- ",98.40010404586792,1
50216,5,1,Lead Knight,Halt your evil plans!,95.12766599655151,1
50222,5,1,Lead Knight,"You will die anyway, for you have spread the word of curse! ",97.85430431365968,1
50245,5,1,Announcer,"Get ready for ""Must Shit TV""! Starting now, four straight hours of pure shit! It's all live!",99.41902160644533,1
50246,5,1,Drew,"Hey! Heh, shit! Heh.  Ya ain't shit.",99.73365664482117,1
50247,5,1,Mimi,"Yeah. Dude, ya ain't shit! ",99.73452687263487,1
50252,5,1,Barker,How could you foolish Americans bring the wrath of scorn by mass-chanting the word of wretchedness?!,98.58521223068236,1
50254,5,1,Barker,"Didn't you realize ""shit"" is a curse word?!",99.26376342773438,1
50256,5,1,Barker,"Ha! Leave it to Americans to think that ""no"" means yes, ""pissed"" means angry, and ""curse word"" means something other than a word that's cursed!!",96.30260467529295,1
50263,5,1,Mimi,You know what? You're db as shit!,99.7312843799591,1
50264,5,1,Drew,"Oh yeah?! Well, I don't really give a shit!",99.66463446617126,1
50267,5,1,Mr. Garrison,"Well, they can't use ""fag"". Because you can't say ""fag"" unless you're a homosexual.",99.15282726287842,1
50272,5,1,Jimbo,"Well, that's not fair! I should be able to say ""fag"". ",98.0604887008667,1
50275,5,1,Mr. Garrison,"Well, well, well! Guess we learned something new about you, Jimbo, you freakin' fag! You wanna make out or something?",98.16113114356996,1
50276,5,1,Drew,"Oh, man, I am up shit creek.",98.7618923187256,1
50277,5,1,Mimi,"Serves you right, shit-for-brains!",99.72476363182068,1
50279,5,1,Lead Knight,Say not the word of curse! ,97.3680019378662,1
50281,5,1,Mimi,Holy shit! ,99.72907900810242,1
50284,5,1,Stan,"Look, there's the F-word.",95.44944763183594,1
50285,5,1,Kyle,And asshole.,99.71902966499329,1
50286,5,1,Cartman,I knew it! Meecrob!  Meecrob is a curse word! God must hate it as much as I do!,98.53353500366212,1
50292,5,1,Chef,"Tonight is the ""Night of a Million Shits"" on HBC! It's gonna be said over and over!",99.55033659934998,1
50295,5,1,HBC President,What is going on here?! Stop this shit!,99.73674416542052,1
50297,5,1,Bald Knight,We command you to stop saying the curse word!,97.68943190574646,1
50298,5,1,HBC President,"Listen, Mr. Shinypants, I am the head of this network, and I will say ""shit"" all I want! Shit, shit, shit shit shit, shit shit shit shit shit shit shit shit shit shit shit shit shit shit shit shit shit shit shit, , shit shit shit shit shit shit shit shit shit shit! Oh, shit!",99.73201155662537,1
50299,5,1,Announcer,"And now, back to Must Shit TV, here on HBC.",98.0096995830536,1
50303,5,1,Randy,"I, I can't follow this shitty storyline at all.",99.62980151176453,1
50305,5,1,Cartman,"Oh boy, that thing has really got sand in it's vagina! ",99.51171875,1
50308,5,1,Cartman,What a stupid voice.,99.65028762817384,1
50328,5,1,Stan,Holy shi-  poop.,99.53983426094057,1
50331,5,2,Stan,"It's gonna suck. There's gonna be like, new kids there we don't know.",97.11474180221558,1
50346,5,2,Stan,"Hey, it's Big Gay Al!",98.1113851070404,1
50360,5,2,Stephen,Well how gay is he?,98.113352060318,1
50361,5,2,Stuart,"He's really, really gay.",97.87490963935852,1
50363,5,2,Randy,So he's a homosexual. So what?,97.97077178955078,1
50364,5,2,Stuart,"I have nothing against homosexuals either, Randy, but the big camping trip is next week! Are you sayin' you're fine with this guy campin' overnight, alone, with our boys??",96.18872404098512,1
50368,5,2,Man,"That's what you said about Peterson, and then you ended up having sex with him!",98.31279516220091,1
50398,5,2,Stan,"Cartman, don't say ""use him"", you big silly goose. ",96.8940496444702,1
50403,5,2,Randy,"You do not say ""Big silly goose""! You call him an asshole like a normal kid!",99.6878147125244,1
50405,5,2,Randy,"Stanley, you call your friend an asshole this instant!",99.72164630889893,1
50406,5,2,Stan,...Asshole. ,99.71718192100523,1
50408,5,2,Cartman,"Don't call me an asshole, you som' bitch.",99.73523616790771,1
50413,5,2,Jimmy,"Well, I sure have met a lot of interesting people here in South Park.  H-how about that Eric Cartman kid, h? ""Goddamnit! God-. No, Kitty, that's my pot pie! Goddamnit! Eh, Goddamnit!"" ",96.64505124092102,1
50424,5,2,Head Scoutmaster,"Uh, Big Gay Al, it's recently come to our attention that you are... gay.",97.36701250076294,1
50425,5,2,Big Gay Al,"Well, stop the presses. Did you figure that out all by yourselves, silly buns?",97.0005989074707,1
50447,5,2,Jimbo,"There he is! Kill him! Kill him!  Oh, wait, that's not him. ",98.04869294166564,1
50473,5,2,Mr. Grazier,"Aw, what is this?! If there's one thing I hate, it's a whining platoon! ""We don't wanna do pushups! We don't wanna get up early! We don't wanna have you take naked pictures of us!""",97.57012128829956,1
50474,5,2,Cartman,"Man, this guy sucks.",99.72004890441896,1
50488,5,2,Stan,"Big Gay Al, what are you doing?!",97.61176705360413,1
50489,5,2,Cartman,Yeah! Get your big gay ass off the couch and come be our scoutmaster again!,99.69927072525024,1
50492,5,2,Cartman,But you have to come back. We hate our new scout leader.,97.86370992660522,1
50498,5,2,Big Gay Al,"Boys, there's nothing I can do. The Scouts don't allow homosexuals.",97.80802726745604,1
50520,5,2,Stan,"Alright, let's set up.  Ah hi, we're here to collect signature in support to force the Scouts to accept gays?  Uh, hello, gays in Scouts?  Goddamnit! ",98.97310733795166,1
50525,5,2,Jimmy,"Timmy, don't make me k... kick you ass!",99.72653388977052,1
50551,5,2,Jimmy,Timmy? Timmy? I told you to put on the HAT!!  You dirty motherfucker! ,99.73616003990172,1
50557,5,2,Joe,This is a wake up call to America. We cannot turn our backs on gays anymore!,99.10805821418762,1
50562,5,2,Gloria Allred,"It is a disgrace that these homophobes are allowed to discriminate.  I am taking this case on, personally!",97.72636294364928,1
50563,5,2,Reporter,"With this kind of support, Tom, these boys are sure to have a victory for gays. Back to you.",96.41565084457396,1
50564,5,2,Tom,"Thanks, Chris. In other news, the FBI has finally caught the child molester known as Mr. Slippyfist.  This sick child molester was found with disturbing graphic photos of young boys naked, which we will show you now.",98.26844334602356,1
50568,5,2,Tom,"Here, look at this one. Sick sonofabitch! Here's one right here.",99.67401623725893,1
50573,5,2,Randy,"Well, we'va all learned an important lesson. That just because somebody's gay doesn't mean they're gonna molest children. Straight people do that too.",95.15661001205444,1
50579,5,2,Gloria Allred,"Today is a great day for democracy. The Scouts have been exposed for the vile gay bashers they are.  And we all it all to me, and these six brave little boys  five... brave little boys. And now, here to take his official oath back in Scouts is Big Gay Al. ",96.2977170944214,1
50588,5,2,Cartman,"Eh, we kick ass.",99.4629204273224,1
50590,5,2,Gloria Allred,You can't do this! You homophobe!,99.7201681137085,1
50619,5,3,Cartman,Who's this asshole?,99.73570704460144,1
50620,5,3,Kyle,"He's a magician named David Blaine, dude. He kicks ass.",98.24971556663512,1
50626,5,3,Blaine,"Okay, jus... s think about your card.  okay, look at me.  Look at me... Look at me... okay, now reach up your ass.",98.21959733963013,1
50628,5,3,Blaine,"Go on, reach up your ass.",99.67026114463806,1
50640,5,3,Kyle,Damn. That guy is the coolest guy in the universe!,95.12071013450624,1
50702,5,3,Stan,"Come on, Kyle, this is stupid!",99.7027575969696,1
50704,5,3,Stan,A part of what?! Some gaywad magician's crazy life plan?!,96.71019911766052,1
50705,5,3,Kyle,Don't call Mr. Blaine a gaywad! He's a brilliant man.,97.69393801689148,1
50708,5,3,Stan,"Goddamnit, I'm not going with you! I wanna stay here!",97.49862551689148,1
50712,5,3,Stan,"Oh- oh yeah. God- Goddamnnit, hold on a second.  Okay. Now look, dude, I'm getting out of here, and you're a dbass if you don't come with me!",97.7721869945526,1
50718,5,3,Cartman,"Uh it... doesn't matter, ma'am. Blaintology is for everyone. There are Blaintologists who are Catholics, Buddhists - why even Kyle here is a Goddamn Jew.",98.72148036956789,1
50729,5,3,Cartman,He's going to eat his own head.,97.8862166404724,1
50760,5,3,Stan,"That trick sucks, Jesus.",98.88443350791933,1
50770,5,3,Kyle,"Dude, no way! ",99.2046356201172,1
50776,5,3,Cartman,Now how the hell did he do that? ,97.989422082901,1
50803,5,3,Steven,Be-cause! Mr. Blaine has arranged for all Blaintologists members from every city and state to march into Washington and demand our right for tax-exempt status by committing a mass suicide!,96.15639448165894,1
50839,5,3,Kyle,"Cartman, you fatass tattle-tale!",99.41896200180054,1
50857,5,3,Narrator,"Meanwhile, in the nation's capital, Blaintologists from all over the country have gathered to commit mass suicide!",96.50484323501588,1
50862,5,3,Karl Rove,"Mr. President, we can't let them all kill themselves!",98.5055446624756,1
50874,5,3,Mohammad,Mohammad!,97.45514988899232,1
50885,5,3,Kyle,You bastards!,99.73614811897278,1
50887,5,3,Kyle,You bastards! ,99.737286567688,1
50897,5,3,Stan,"Kyle, you can't kill yourself!",97.67852425575256,1
50898,5,3,Kyle,I don't want to kill myself. They rigged this thing to fill with water! ,97.83203601837158,1
50925,5,3,Blaine,"Damn you, Super Best Friends!",98.19616675376892,1
50928,5,3,Jesus,Goddamnit! ,99.73233342170715,1
50943,5,4,Kyle,"What the hell are you so happy about, fatass?! ",99.69973564147948,1
50947,5,4,Kyle,...What the hell are you talking about?!,99.217027425766,1
50956,5,4,Kyle,Hell no! ,98.73520135879517,1
50961,5,4,Cartman,My pubes.,98.39681386947632,1
50966,5,4,Stan,"Cartman, you are so goddamned stupid, it's unbelievable.",99.70531463623048,1
50970,5,4,Stan,"When you get old enough, you grow your own pubic hair that's attached to you, you fuckin' dbass!",99.59046244621275,1
50974,5,4,Kyle,"Because, retard, you're db enough to buy Scott Tenorman's pubes for ten dollars!",99.66140389442444,1
50977,5,4,Cartman,H I'm gonna get that son-of-a-bitch.,99.7309923171997,1
50978,5,4,Scott,"And so I told him, I said ""Here. I'll sell you my pubes for only ten bucks."" And this stupid asshole buys them! ",99.71381425857544,1
50980,5,4,Scott,Speak of the devil! What do you want?,97.84738421440125,1
50983,5,4,Cartman,"Right, but you see, I didn't realize, when I bought these pubes from you, that you were full of shit! So you can either give me back my ten dollars, or I can go tell my mom on you!",99.07593727111816,1
50988,5,4,Scott,"Hehey, I said no! Now get your fat little butt out of here before I kick your head in! ",99.64117407798769,1
50990,5,4,Scott,You're not from the IRS! You glued my pubes onto your face!,98.55161309242249,1
51003,5,4,Cartman,"Sweet!  Uh. Oh, goddamnit!",97.94111847877502,1
51004,5,4,Cartman,"That asshole! That big, smelly, ass-sniffin' asshole! I'm gonna get him!",99.73714351654051,1
51018,5,4,Cartman,Racist! ,99.7274100780487,1
51035,5,4,Cartman,"Ahaaa, what a stupid asshole! Hahahahaha! ",99.73809123039246,1
51042,5,4,Man,"There's no such thing, you little smartass! ",98.06246161460876,1
51049,5,4,Scott,You really went? What a 'tard.,99.31209683418274,1
51051,5,4,Scott,"You do? Wow, you're not as stupid as I thought.",97.39782810211182,1
51074,5,4,Cartman,I'm a little piggy.,97.31895923614502,1
51084,5,4,Cartman,Yaaaarrgh! ...You'll diiiiiiiiiie! ...Damn youuuuuuuuuu!,99.06318187713624,1
51088,5,4,Kyle,"Scott Tenorman is an eighth grader who sold Cartman his pubes for ten dollars, and now Cartman's all pissed off.",95.40078043937685,1
51089,5,4,Cartman,"Sixteen dollars and twelve cents! He is a disease. He is a cold calculating mind, and I will have revenge!",97.40031361579896,1
51101,5,4,Cartman,"No, I'm trying to teach it how to bite someone's penis off. ",99.05153512954712,1
51104,5,4,Jimbo,"Alright, then.  Wait, why the hell are you trainin' Denkins' pony to bite off someone's penis?",99.10640716552734,1
51105,5,4,Cartman,Because  of Scott Tenorman! I hate him! And I want to make him suffer!,98.49848747253418,1
51106,5,4,Jimbo,"Well, son, I think you have a pretty stupid plan there.",96.75294160842896,1
51113,5,4,Cartman,I see Scott Tenorman. With his ginger red hair and his stupid freckles and his- Goddmnit goddamnit I hate him!!!,99.6862292289734,1
51133,5,4,Mr. Tenorman,"Hey, what the hell are you doing out there?!",98.4582543373108,1
51136,5,4,Jimbo,"Ned, for Christ's sake, stop jackin'!",98.18407893180849,1
51147,5,4,Cartman,"That's an interesting question, Kurt. But first I'd just like to say that I really hate this kid named Scott Tenorman. He's stupid.  Yeah, I hate Scott Tenorman too.  I think all the guys in the band hate him, right guys?",98.72459173202516,1
51150,5,4,Cartman,"Well, we would tour, but we just hate that Scott Tenorman kid so much that we don't want to.  Yeah. Scott Tenorman is totally not cool! He's not cool!",96.741384267807,1
51151,5,4,Cartman,"Wow, that really sucks for you, Scott.  Scott? Ha haha ha ha ha! Did you see that? Scott mast have ran home so embarrassed! Ha ha ha ha. And you know what? That wasn't really Radiohead talking! I just dubbed their voices over! HAHAHAHA!  What a retard!  And now everyone saw it! ",97.48668074607848,1
51153,5,4,Cartman,"'""I'm a little piggy; here's my snout. Oink oink oink, oink oink oink.""' ",96.79108262062071,1
51169,5,4,Kyle,"You're such a dbass, Cartman. ",98.67136478424072,1
51175,5,4,Thom,Didn't you hear the letter?? This poor kid has cancer! In his ass!,99.70634579658508,1
51178,5,4,Scott,What do you want?!,96.45913243293762,1
51183,5,4,Kyle,'Cause we hate him.,97.78509736061096,1
51195,5,4,Cartman,"A little penis-biting, perhaps?",98.77557754516602,1
51215,5,4,Scott,The little fat kid thinks he's gonna get revenge tomorrow. We'll see how he likes it when I tell him he just ate the pubes of every kid in town!,97.66436219215392,1
51260,5,4,Ed,"Jeez, what a li'l crybaby!",97.56709337234496,1
51271,5,5,Announcer,"And so, in her career filled with lies, backstabbing, and whoring herself for money,  she learned that the price of fame can be pleasing 65 men at once in a dark, dirty alley.  And so ends ""Punky Brewster, Behind The Blow.""",97.29728698730467,1
51280,5,5,Kyle,"Yeah, fatass, this is their famous Mechanic sketch.",96.72466516494752,1
51284,5,5,Terrance,Sure. You go the same way  except stick your finger up your ass.,99.25249814987184,1
51286,5,5,Terrance,OOOH! Sure! Just stick your finger up my ass.,99.6673583984375,1
51289,5,5,Phillip,Why the heck didn't you tell me you were the mechanic?,95.69469094276428,1
51290,5,5,Stan,Because I had an itch up my ass.,99.71279501914978,1
51291,5,5,Terrance,Because I had an itch up my ass. ,99.70537424087524,1
51319,5,5,Older man,You... what??,96.25238180160522,1
51339,5,5,Terrance,"How are we all feeling tonight? Pretty good? Uh oh.  Hey, do you all remember this one? ""Doctor, doctor. I think I cracked my ass."" ""Reallih? Let me take a look."" ""Look closer."" ",96.77879810333252,1
51341,5,5,Cartman,Where the hell is Phillip?! Phil-lip!,97.8316366672516,1
51350,5,5,Kyle,"Dude, what the hell is going on?! Why did they replace Phillip?",98.64748120307922,1
51367,5,5,Terrance,"Right, the guy that drank his own urine.",95.23846507072447,1
51375,5,5,Cartman,"Aw, dude, gay!",99.46826100349426,1
51378,5,5,Cartman,Racist! ,99.7274100780487,1
51379,5,5,Stan,"Man, this sucks!",99.5142102241516,1
51383,5,5,Stan,I don't think we're female groupies or random sluts.,99.4476854801178,1
51384,5,5,Cartman,Kenny's a random slut. ,99.731183052063,1
51391,5,5,Obese Woman,Can I just have you sign my breasts?,98.55003952980042,1
51406,5,5,Obese woman,What the hell? ,99.04714822769164,1
51415,5,5,Terrance,"Why is it that every time somebody sees me they have to say, ""Hey, where's Phillip?"" Like we're freaking married or something! You know, I'll let you tater-tots in on a little secret: Phillip is a HACK!  You know who wrote all the Terrance and Phillip stuff? ME! Phillip never did anything but read his lines!",96.42862677574158,1
51416,5,5,Kyle,But the guy who replaced him sucks!,98.0299949645996,1
51417,5,5,Terrance,"Ah, I know.  I know he sucks  To be honest, things haven't been going so well lately. I'm not making any money because everyone wants to see Phillip. Why? What the hell does Phillip do?",97.82152771949768,1
51432,5,5,Older man,You what?,96.79437279701231,1
51438,5,5,Older man,"Then you'd better get your asses to Canada and GET him. We'll make travel arrangements.  Nothing is more important than the environment, boys. Not even your lives. ",98.0486273765564,1
51448,5,5,Laertes,"Why, as a woodcock to mine own springe, Osric;I am justly kill'd with mine own treachery.",95.52891254425047,1
51455,5,5,All,Treason! treason!,99.58480596542358,1
51457,5,5,Hamlet,"Here, thou incestuous, murderous, damned Dane, drink off this potion. Is thy union here? Follow my mother.",99.45656061172484,1
51470,5,5,Phillip,AH! Stop right there! I'm not doin' nothin' with that fatass egomaniac!,99.64202642440796,1
51493,5,5,Phillip,"Excuse me, is this where the Earth Day crap is happening?",98.57749938964844,1
51502,5,5,Phillip,"So, this is your dong, h, Terrance?!",98.67543578147888,1
51510,5,5,Terrance,"Doctor, doctor, I've cracked my ass.",99.27126169204712,1
51515,5,5,Terrance,"Uh. What? That's not the line, asshole!",99.7142255306244,1
51516,5,5,Phillip,"You're right. It's a better one, asshole!",99.7056484222412,1
51517,5,5,Terrance,"Just do the bit right, dickface!",99.7157335281372,1
51518,5,5,Phillip,"Why don't you go eat some more pudding, you fatass drug addict?!",99.64119791984558,1
51525,5,5,Kyle,You bastards!,99.73614811897278,1
51530,5,5,Crowd,Republicans are ruining the earth.,99.40656423568726,1
